Sr. No.,Round No,Period,City Name,PIN Code,Gender Of Respondent,Age Group,Category of Respondent,Expectations on prices in next 3 months - General,Expectations on prices in next 3 months - Food products,Expectations on prices in next 3 months - Non food products,Expectations on prices in next 3 months - Household durables,Expectations on prices in next 3 months - Housing,Expectations on prices in next 3 months - Services,Expectations on prices in next 1 year - General,Expectations on prices in next 1 year - Food products,Expectations on prices in next 1 year - Non food products,Expectations on prices in next 1 year - Household durables,Expectations on prices in next 1 year - Housing,Expectations on prices in next 1 year - Services,View on Current Inflation Rate,View on Current Inflation Rate - actual rate for above 16%,View on 3 Months ahead Inflation Rate,View on 3 Months ahead Inflation Rate - actual rate for above 16%,View on 1 Year ahead Inflation Rate,View on 1 Year ahead Inflation Rate - actual rate for above 16%,City_Tier,Respondent_Category
73,62,Jan-2021,Ahmedabad,380004.0,Female,25 to 30 years,Other employees,Price increase more than current rate,Price increase less than current rate,No change in prices,Price increase more than current rate,Price increase less than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase less than current rate,No change in prices,Price increase less than current rate,Price increase similar to current rate,Price increase more than current rate,8-9,,10-11,,10-11,,Tier 1,Others
74,62,Jan-2021,Ahmedabad,380004.0,Male,50 to 55 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,4-5,,5-6,,4-5,,Tier 1,Employed
75,62,Jan-2021,Ahmedabad,380004.0,Male,Up to 25 years,Other category,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,7-8,,7-8,,Tier 1,Others
76,62,Jan-2021,Ahmedabad,380004.0,Female,35 to 40 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,5-6,,7-8,,7-8,,Tier 1,Homemaker
77,62,Jan-2021,Ahmedabad,380004.0,Male,50 to 55 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,15-16,,>=16,20.0,>=16,20.0,Tier 1,Employed
78,62,Jan-2021,Ahmedabad,380008.0,Male,55 to 60 years,Retired persons,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,5-6,,5-6,,4-5,,Tier 1,Retired
79,62,Jan-2021,Ahmedabad,380008.0,Female,40 to 45 years,HOMEMAKER,Price increase less than current rate,Price increase more than current rate,Decline in price,Decline in price,Price increase similar to current rate,Price increase more than current rate,Price increase less than current rate,Decline in price,Price increase less than current rate,Decline in price,Price increase similar to current rate,Price increase less than current rate,10-11,,8-9,,8-9,,Tier 1,Homemaker
80,62,Jan-2021,Ahmedabad,380008.0,Male,55 to 60 years,Retired persons,No change in prices,No change in prices,Price increase less than current rate,No change in prices,Decline in price,No change in prices,No change in prices,Decline in price,Price increase less than current rate,No change in prices,Decline in price,No change in prices,1-2,,1-2,,<1,,Tier 1,Retired
81,62,Jan-2021,Ahmedabad,380008.0,Female,35 to 40 years,HOMEMAKER,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase less than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,8-9,,9-10,,Tier 1,Homemaker
82,62,Jan-2021,Ahmedabad,380008.0,Male,35 to 40 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,9-10,,9-10,,Tier 1,Others
83,62,Jan-2021,Ahmedabad,380008.0,Female,45 to 50 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,9-10,,10-11,,10-11,,Tier 1,Homemaker
84,62,Jan-2021,Ahmedabad,380008.0,Female,45 to 50 years,HOMEMAKER,No change in prices,Price increase similar to current rate,Price increase less than current rate,No change in prices,No change in prices,No change in prices,Price increase similar to current rate,Price increase more than current rate,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,5-6,,5-6,,4-5,,Tier 1,Homemaker
85,62,Jan-2021,Ahmedabad,380008.0,Male,45 to 50 years,Other employees,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Decline in price,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,15-16,,>=16,18.0,>=16,18.0,Tier 1,Others
